Area Type,Area Name,Year,Period,Labor Force,Employment,Unemployment,Unemployment Rate,Seasonally Adjusted (Y N),Status
Sub-County Place,Franklin CDP (Sacramento County),2003,Annual,0,0,0,0%,N,Final
Sub-County Place,Frazier Park CDP,2003,Annual,"1,000",900,100,9%,N,Final
Sub-County Place,Freedom CDP,2003,Annual,"2,900","2,500",400,14.2%,N,Final
Sub-County Place,Freeport CDP,2003,Annual,0,0,0,0%,N,Final
Sub-County Place,Fremont city,2003,Annual,"109,500","104,200","5,300",4.9%,N,Final
Sub-County Place,French Camp CDP,2003,Annual,800,800,0,2.9%,N,Final
Sub-County Place,French Gulch CDP,2003,Annual,0,0,0,0%,N,Final
Sub-County Place,French Valley CDP,2003,Annual,0,0,0,0%,N,Final
Sub-County Place,Fresno city,2003,Annual,"212,500","189,300","23,200",10.9%,N,Final
Sub-County Place,Friant CDP,2003,Annual,400,300,100,19.3%,N,Final
Sub-County Place,Fruitdale CDP,2003,Annual,0,0,0,0%,N,Final
Sub-County Place,Fruitridge Pocket CDP,2003,Annual,0,0,0,0%,N,Final
Sub-County Place,Fuller Acres CDP,2003,Annual,0,0,0,0%,N,Final
Sub-County Place,Fullerton city,2003,Annual,"68,400","64,800","3,700",5.3%,N,Final
Sub-County Place,Fulton CDP,2003,Annual,0,0,0,0%,N,Final
Sub-County Place,Furnace Creek CDP,2003,Annual,0,0,0,24.5%,N,Final
Sub-County Place,Galt city,2003,Annual,"10,100","9,100","1,000",9.8%,N,Final
Sub-County Place,Garberville CDP,2003,Annual,0,0,0,0%,N,Final
Sub-County Place,Garden Acres CDP,2003,Annual,"4,200","3,400",700,17.4%,N,Final
Sub-County Place,Garden Farms CDP,2003,Annual,0,0,0,0%,N,Final
Sub-County Place,Garden Grove city,2003,Annual,"81,400","76,500","4,900",6%,N,Final
Sub-County Place,Gardena city,2003,Annual,"28,700","26,800","1,900",6.5%,N,Final
Sub-County Place,Garey CDP,2003,Annual,0,0,0,0%,N,Final
Sub-County Place,Garnet CDP,2003,Annual,0,0,0,0%,N,Final
Sub-County Place,Gasquet CDP,2003,Annual,0,0,0,0%,N,Final
Sub-County Place,Gazelle CDP,2003,Annual,0,0,0,0%,N,Final
Sub-County Place,Georgetown CDP,2003,Annual,500,500,0,9.4%,N,Final
Sub-County Place,Gerber CDP,2003,Annual,0,0,0,0%,N,Final
Sub-County Place,Geyserville CDP,2003,Annual,0,0,0,0%,N,Final
Sub-County Place,Gilroy city,2003,Annual,"20,200","17,700","2,500",12.5%,N,Final
Sub-County Place,Glen Ellen CDP,2003,Annual,400,400,0,3.5%,N,Final
Sub-County Place,Glendale city,2003,Annual,"101,500","95,400","6,100",6%,N,Final
Sub-County Place,Glendora city,2003,Annual,"27,500","26,600","1,000",3.5%,N,Final
Sub-County Place,Gold Mountain CDP,2003,Annual,0,0,0,0%,N,Final
Sub-County Place,Gold River CDP,2003,Annual,"4,800","4,800",100,1.1%,N,Final
Sub-County Place,Golden Hills CDP,2003,Annual,"3,900","3,700",200,4.7%,N,Final
Sub-County Place,Goleta city,2003,Annual,"16,600","16,200",400,2.4%,N,Final
Sub-County Place,Gonzales city,2003,Annual,"4,000","3,300",700,17.3%,N,Final
Sub-County Place,Good Hope CDP,2003,Annual,0,0,0,0%,N,Final
Sub-County Place,Goodyears Bar CDP,2003,Annual,0,0,0,0%,N,Final
Sub-County Place,Goshen CDP,2003,Annual,"1,100",900,200,16.6%,N,Final
Sub-County Place,Graeagle CDP,2003,Annual,400,400,0,8.9%,N,Final
Sub-County Place,Grand Terrace city,2003,Annual,"7,000","6,700",200,3.1%,N,Final
Sub-County Place,Grangeville CDP,2003,Annual,0,0,0,0%,N,Final
Sub-County Place,Granite Bay CDP,2003,Annual,"11,400","11,000",400,3.5%,N,Final
Sub-County Place,Granite Hills CDP,2003,Annual,0,0,0,0%,N,Final
Sub-County Place,Graniteville CDP,2003,Annual,0,0,0,0%,N,Final
Sub-County Place,Grass Valley city,2003,Annual,"5,500","5,200",300,5%,N,Final
Sub-County Place,Graton CDP,2003,Annual,800,800,0,3.6%,N,Final
Sub-County Place,Grayson CDP,2003,Annual,0,0,0,0%,N,Final
Sub-County Place,Greeley Hill CDP,2003,Annual,0,0,0,0%,N,Final
Sub-County Place,Green Acres CDP,2003,Annual,0,0,0,0%,N,Final
Sub-County Place,Green Valley CDP (Los Angeles County),2003,Annual,0,0,0,0%,N,Final
Sub-County Place,Green Valley CDP (Solano County),2003,Annual,0,0,0,0%,N,Final
Sub-County Place,Greenacres CDP,2003,Annual,0,0,0,0%,N,Final
Sub-County Place,Greenfield CDP,2003,Annual,0,0,0,0%,N,Final
Sub-County Place,Greenfield city,2003,Annual,"6,300","5,400",900,14.1%,N,Final
Sub-County Place,Greenhorn CDP,2003,Annual,100,100,0,0%,N,Final
Sub-County Place,Greenview CDP,2003,Annual,0,0,0,0%,N,Final
Sub-County Place,Greenville CDP,2003,Annual,500,400,100,11.8%,N,Final
Sub-County Place,Grenada CDP,2003,Annual,0,0,0,0%,N,Final
Sub-County Place,Gridley city,2003,Annual,"2,500","2,100",500,18.1%,N,Final
Sub-County Place,Grimes CDP,2003,Annual,0,0,0,0%,N,Final
Sub-County Place,Grizzly Flats CDP,2003,Annual,0,0,0,0%,N,Final
Sub-County Place,Groveland CDP,2003,Annual,0,0,0,0%,N,Final
Sub-County Place,Grover Beach city,2003,Annual,"7,500","7,100",300,4.6%,N,Final
Sub-County Place,Guadalupe city,2003,Annual,"2,500","2,300",200,8.8%,N,Final
Sub-County Place,Guerneville CDP,2003,Annual,"1,400","1,200",100,10.7%,N,Final
Sub-County Place,Guinda CDP,2003,Annual,0,0,0,0%,N,Final
Sub-County Place,Gustine city,2003,Annual,"2,300","2,200",200,6.5%,N,Final
Sub-County Place,Hacienda Heights CDP,2003,Annual,"26,700","25,400","1,400",5.1%,N,Final
Sub-County Place,Half Moon Bay city,2003,Annual,"6,100","5,700",400,5.9%,N,Final
Sub-County Place,Hamilton Branch CDP,2003,Annual,300,300,0,3.3%,N,Final
Sub-County Place,Hamilton City CDP,2003,Annual,800,700,100,15.2%,N,Final
Sub-County Place,Hanford city,2003,Annual,"21,000","18,800","2,200",10.4%,N,Final
Sub-County Place,Happy Camp CDP,2003,Annual,0,0,0,0%,N,Final
Sub-County Place,Harbison Canyon CDP,2003,Annual,0,0,0,0%,N,Final
Sub-County Place,Hardwick CDP,2003,Annual,0,0,0,0%,N,Final
Sub-County Place,Hartland CDP,2003,Annual,0,0,0,0%,N,Final
Sub-County Place,Hartley CDP,2003,Annual,0,0,0,0%,N,Final
Sub-County Place,Hasley Canyon CDP,2003,Annual,0,0,0,0%,N,Final
Sub-County Place,Hat Creek CDP,2003,Annual,0,0,0,0%,N,Final
Sub-County Place,Hawaiian Gardens city,2003,Annual,"6,200","5,700",500,7.9%,N,Final
Sub-County Place,Hawthorne city,2003,Annual,"40,500","36,800","3,700",9.2%,N,Final
Sub-County Place,Hayfork CDP,2003,Annual,800,700,100,15.9%,N,Final
Sub-County Place,Hayward city,2003,Annual,"69,500","64,200","5,300",7.6%,N,Final
Sub-County Place,Healdsburg city,2003,Annual,"5,700","5,400",400,6.2%,N,Final
Sub-County Place,Heber CDP,2003,Annual,"1,200",900,300,25.6%,N,Final
Sub-County Place,Hemet city,2003,Annual,"22,300","20,400","1,800",8.3%,N,Final
Sub-County Place,Herald CDP,2003,Annual,0,0,0,0%,N,Final
Sub-County Place,Hercules city,2003,Annual,"11,100","10,700",500,4.3%,N,Final
Sub-County Place,Herlong CDP,2003,Annual,0,0,0,0%,N,Final
Sub-County Place,Hermosa Beach city,2003,Annual,"14,900","14,400",400,3%,N,Final
Sub-County Place,Hesperia city,2003,Annual,"28,000","25,700","2,300",8.1%,N,Final
Sub-County Place,Hickman CDP,2003,Annual,0,0,0,0%,N,Final
Sub-County Place,Hidden Hills city,2003,Annual,900,900,0,2.2%,N,Final
Sub-County Place,Hidden Meadows CDP,2003,Annual,0,0,0,0%,N,Final
Sub-County Place,Hidden Valley Lake CDP,2003,Annual,"1,700","1,600",100,7.4%,N,Final
Sub-County Place,Highgrove CDP,2003,Annual,"1,700","1,600",100,8.3%,N,Final
Sub-County Place,Highland city,2003,Annual,"21,100","19,400","1,700",8%,N,Final
Sub-County Place,Highlands-Baywood Park CDP,2003,Annual,0,0,0,0%,N,Final
Sub-County Place,Hillsborough town,2003,Annual,"4,600","4,400",100,2.5%,N,Final
Sub-County Place,Hilmar-Irwin CDP,2003,Annual,0,0,0,0%,N,Final
Sub-County Place,Hiouchi CDP,2003,Annual,0,0,0,0%,N,Final
Sub-County Place,Hollister city,2003,Annual,"16,600","14,800","1,900",11.1%,N,Final
Sub-County Place,Holtville city,2003,Annual,"2,500","2,200",400,14.3%,N,Final
Sub-County Place,Home Garden CDP,2003,Annual,600,400,200,26.6%,N,Final
Sub-County Place,Home Gardens CDP,2003,Annual,"4,900","4,500",300,7.2%,N,Final
Sub-County Place,Homeland CDP,2003,Annual,"1,200","1,100",200,13.3%,N,Final
Sub-County Place,Homestead Valley CDP,2003,Annual,0,0,0,0%,N,Final
Sub-County Place,Homewood Canyon CDP,2003,Annual,0,0,0,0%,N,Final
Sub-County Place,Honcut CDP,2003,Annual,0,0,0,0%,N,Final
Sub-County Place,Hood CDP,2003,Annual,0,0,0,0%,N,Final
Sub-County Place,Hopland CDP,2003,Annual,0,0,0,0%,N,Final
Sub-County Place,Hornbrook CDP,2003,Annual,0,0,0,0%,N,Final
Sub-County Place,Hornitos CDP,2003,Annual,0,0,0,0%,N,Final
Sub-County Place,Hughson city,2003,Annual,"2,000","1,700",300,13%,N,Final
Sub-County Place,Humboldt Hill CDP,2003,Annual,0,0,0,0%,N,Final
Sub-County Place,Huntington Beach city,2003,Annual,"118,300","113,800","4,500",3.8%,N,Final
Sub-County Place,Huntington Park city,2003,Annual,"25,500","22,800","2,700",10.6%,N,Final
Sub-County Place,Huron city,2003,Annual,"3,000","2,200",800,26.4%,N,Final
Sub-County Place,Hyampom CDP,2003,Annual,0,0,0,0%,N,Final
Sub-County Place,Hydesville CDP,2003,Annual,600,500,0,6%,N,Final
Sub-County Place,Idlewild CDP,2003,Annual,0,0,0,0%,N,Final
Sub-County Place,Idyllwild-Pine Cove CDP,2003,Annual,0,0,0,0%,N,Final
Sub-County Place,Imperial Beach city,2003,Annual,"12,700","11,600","1,100",8.5%,N,Final
Sub-County Place,Imperial city,2003,Annual,"3,800","3,400",400,10.3%,N,Final
Sub-County Place,Independence CDP,2003,Annual,300,300,0,6.5%,N,Final
Sub-County Place,Indian Falls CDP,2003,Annual,0,0,0,0%,N,Final
Sub-County Place,Indian Wells city,2003,Annual,"1,500","1,500",0,2.2%,N,Final
Sub-County Place,Indianola CDP,2003,Annual,0,0,0,0%,N,Final
Sub-County Place,Indio city,2003,Annual,"23,100","21,500","1,600",7.1%,N,Final
Sub-County Place,Indio Hills CDP,2003,Annual,0,0,0,0%,N,Final
Sub-County Place,Industry city,2003,Annual,300,300,0,12.9%,N,Final
Sub-County Place,Inglewood city,2003,Annual,"52,000","47,400","4,600",8.8%,N,Final
Sub-County Place,Interlaken CDP,2003,Annual,"3,800","3,200",600,16.7%,N,Final
Sub-County Place,Inverness CDP,2003,Annual,700,700,0,2.3%,N,Final
Sub-County Place,Inyokern CDP,2003,Annual,500,500,0,6.2%,N,Final
Sub-County Place,Ione city,2003,Annual,"1,600","1,500",100,5%,N,Final
Sub-County Place,Iron Horse CDP,2003,Annual,200,100,0,7.4%,N,Final
Sub-County Place,Irvine city,2003,Annual,"81,100","78,300","2,900",3.5%,N,Final
Sub-County Place,Irwindale city,2003,Annual,700,600,0,7.2%,N,Final
Sub-County Place,Isla Vista CDP,2003,Annual,"9,200","8,600",600,6.9%,N,Final
Sub-County Place,Isleton city,2003,Annual,400,400,0,7.9%,N,Final
Sub-County Place,Ivanhoe CDP,2003,Annual,"2,100","1,700",400,21.1%,N,Final
Sub-County Place,Jackson city,2003,Annual,"2,200","2,100",100,4.4%,N,Final
Sub-County Place,Jacumba CDP,2003,Annual,0,0,0,0%,N,Final
Sub-County Place,Jamestown CDP,2003,Annual,"1,300","1,200",100,9.4%,N,Final
Sub-County Place,Jamul CDP,2003,Annual,0,0,0,0%,N,Final
Sub-County Place,Janesville CDP,2003,Annual,0,0,0,0%,N,Final
Sub-County Place,Jenner CDP,2003,Annual,0,0,0,0%,N,Final
Sub-County Place,Johannesburg CDP,2003,Annual,100,100,0,14.6%,N,Final
Sub-County Place,Johnstonville CDP,2003,Annual,0,0,0,0%,N,Final
Sub-County Place,Johnsville CDP,2003,Annual,0,0,0,0%,N,Final
Sub-County Place,Joshua Tree CDP,2003,Annual,"1,700","1,600",100,7.1%,N,Final
Sub-County Place,Julian CDP,2003,Annual,0,0,0,0%,N,Final
Sub-County Place,Junction City CDP,2003,Annual,0,0,0,0%,N,Final
Sub-County Place,June Lake CDP,2003,Annual,0,0,0,0%,N,Final
Sub-County Place,Jurupa Valley city,2003,Annual,0,0,0,0%,N,Final
Sub-County Place,Keddie CDP,2003,Annual,100,100,0,0%,N,Final
Sub-County Place,Keeler CDP,2003,Annual,0,0,0,0%,N,Final
Sub-County Place,Keene CDP,2003,Annual,100,100,0,0%,N,Final
Sub-County Place,Kelly Ridge CDP,2003,Annual,0,0,0,0%,N,Final
Sub-County Place,Kelseyville CDP,2003,Annual,"1,500","1,400",100,9.3%,N,Final
Sub-County Place,Kennedy CDP,2003,Annual,"1,300","1,000",300,22.3%,N,Final
Sub-County Place,Kennedy Meadows CDP,2003,Annual,0,0,0,0%,N,Final
Sub-County Place,Kensington CDP,2003,Annual,"2,800","2,700",100,2.1%,N,Final
Sub-County Place,Kentfield CDP,2003,Annual,0,0,0,0%,N,Final
Sub-County Place,Kenwood CDP,2003,Annual,0,0,0,0%,N,Final
Sub-County Place,Kerman city,2003,Annual,"4,000","3,300",600,15.6%,N,Final
Sub-County Place,Kernville CDP,2003,Annual,600,600,0,1.6%,N,Final
Sub-County Place,Keswick CDP,2003,Annual,0,0,0,0%,N,Final
Sub-County Place,Kettleman City CDP,2003,Annual,800,700,200,21.6%,N,Final
Sub-County Place,Keyes CDP,2003,Annual,"1,800","1,500",300,17.8%,N,Final
Sub-County Place,King City city,2003,Annual,"5,600","4,800",900,15.2%,N,Final
Sub-County Place,Kings Beach CDP,2003,Annual,"2,600","2,500",100,5%,N,Final
Sub-County Place,Kingsburg city,2003,Annual,"5,100","4,600",500,9%,N,Final
Sub-County Place,Kingvale CDP,2003,Annual,0,0,0,0%,N,Final
Sub-County Place,Kirkwood CDP,2003,Annual,100,100,0,0%,N,Final
Sub-County Place,Klamath CDP,2003,Annual,200,200,0,17.7%,N,Final
Sub-County Place,Knights Landing CDP,2003,Annual,0,0,0,0%,N,Final
Sub-County Place,Knightsen CDP,2003,Annual,500,400,100,13.2%,N,Final
Sub-County Place,La Ca±ada Flintridge city,2003,Annual,0,0,0,0%,N,Final
Sub-County Place,La Crescenta-Montrose CDP,2003,Annual,0,0,0,0%,N,Final
Sub-County Place,La Habra city,2003,Annual,"30,400","28,800","1,600",5.4%,N,Final
Sub-County Place,La Habra Heights city,2003,Annual,"2,900","2,800",100,2.8%,N,Final
Sub-County Place,La Honda CDP,2003,Annual,0,0,0,0%,N,Final
Sub-County Place,La Mesa city,2003,Annual,"31,900","30,500","1,400",4.3%,N,Final
Sub-County Place,La Mirada city,2003,Annual,"23,900","22,900","1,000",4.2%,N,Final
Sub-County Place,La Palma city,2003,Annual,"8,700","8,200",500,5.3%,N,Final
Sub-County Place,La Porte CDP,2003,Annual,0,0,0,50.9%,N,Final
Sub-County Place,La Presa CDP,2003,Annual,0,0,0,0%,N,Final
Sub-County Place,La Puente city,2003,Annual,"18,400","16,900","1,500",8.2%,N,Final
Sub-County Place,La Quinta city,2003,Annual,"12,900","12,500",400,3.3%,N,Final
Sub-County Place,La Riviera CDP,2003,Annual,"6,800","6,600",200,3.4%,N,Final
Sub-County Place,La Selva Beach CDP,2003,Annual,0,0,0,0%,N,Final
Sub-County Place,La Verne city,2003,Annual,"18,000","17,300",700,3.9%,N,Final
Sub-County Place,La Vina CDP,2003,Annual,0,0,0,0%,N,Final
Sub-County Place,Ladera CDP,2003,Annual,0,0,0,0%,N,Final
Sub-County Place,Ladera Heights CDP,2003,Annual,"3,900","3,700",100,3.6%,N,Final
Sub-County Place,Ladera Ranch CDP,2003,Annual,0,0,0,0%,N,Final
Sub-County Place,Lafayette city,2003,Annual,"12,500","12,300",300,2.1%,N,Final
Sub-County Place,Laguna Beach city,2003,Annual,"15,800","15,300",500,3.5%,N,Final
Sub-County Place,Laguna Hills city,2003,Annual,"17,300","16,600",700,4%,N,Final
Sub-County Place,Laguna Niguel city,2003,Annual,"36,500","35,100","1,300",3.7%,N,Final
Sub-County Place,Laguna Woods city,2003,Annual,"2,500","2,400",200,6.6%,N,Final
Sub-County Place,Lagunitas-Forest Knolls CDP,2003,Annual,0,0,0,0%,N,Final
Sub-County Place,Lake Almanor Country Club CDP,2003,Annual,200,200,100,28%,N,Final
Sub-County Place,Lake Almanor Peninsula CDP,2003,Annual,200,200,0,4.9%,N,Final
Sub-County Place,Lake Almanor West CDP,2003,Annual,100,100,0,12.9%,N,Final
Sub-County Place,Lake Arrowhead CDP,2003,Annual,"4,900","4,700",100,3%,N,Final
Sub-County Place,Lake California CDP,2003,Annual,0,0,0,0%,N,Final
Sub-County Place,Lake City CDP,2003,Annual,0,0,0,0%,N,Final
Sub-County Place,Lake Davis CDP,2003,Annual,0,0,0,0%,N,Final
Sub-County Place,Lake Don Pedro CDP,2003,Annual,0,0,0,0%,N,Final
Sub-County Place,Lake Elsinore city,2003,Annual,"14,600","13,700",900,6.3%,N,Final
Sub-County Place,Lake Forest city,2003,Annual,"35,700","34,600","1,200",3.2%,N,Final
Sub-County Place,Lake Hughes CDP,2003,Annual,0,0,0,0%,N,Final
Sub-County Place,Lake Isabella CDP,2003,Annual,"1,200","1,000",100,12.2%,N,Final
Sub-County Place,Lake Los Angeles CDP,2003,Annual,"4,600","4,100",500,10.6%,N,Final
Sub-County Place,Lake Mathews CDP,2003,Annual,0,0,0,0%,N,Final
Sub-County Place,Lake Nacimiento CDP,2003,Annual,"1,100","1,100",100,4.8%,N,Final
Sub-County Place,Lake of the Pines CDP,2003,Annual,"1,600","1,500",100,4.9%,N,Final
Sub-County Place,Lake of the Woods CDP,2003,Annual,400,400,0,5.2%,N,Final
Sub-County Place,Lake Riverside CDP,2003,Annual,0,0,0,0%,N,Final
Sub-County Place,Lake San Marcos CDP,2003,Annual,0,0,0,0%,N,Final
Sub-County Place,Lake Sherwood CDP,2003,Annual,0,0,0,0%,N,Final
Sub-County Place,Lake Wildwood CDP,2003,Annual,"2,000","1,800",100,5.4%,N,Final
Sub-County Place,Lakehead CDP,2003,Annual,0,0,0,0%,N,Final
Sub-County Place,Lakeland Village CDP,2003,Annual,"2,800","2,500",300,10.6%,N,Final
Sub-County Place,Lakeport city,2003,Annual,"2,400","2,200",200,8.7%,N,Final
Sub-County Place,Lakeside CDP,2003,Annual,"10,400","9,800",600,5.8%,N,Final
Sub-County Place,Lakeview CDP,2003,Annual,800,800,100,7.8%,N,Final
Sub-County Place,Lakewood city,2003,Annual,"43,800","41,900","1,900",4.4%,N,Final
Sub-County Place,Lamont CDP,2003,Annual,"5,800","4,700","1,100",18.7%,N,Final
Sub-County Place,Lanare CDP,2003,Annual,200,200,100,25.7%,N,Final
Sub-County Place,Lancaster city,2003,Annual,"53,600","48,200","5,300",9.9%,N,Final
Sub-County Place,Larkfield-Wikiup CDP,2003,Annual,0,0,0,0%,N,Final
Sub-County Place,Larkspur city,2003,Annual,"6,800","6,600",200,3.5%,N,Final
Sub-County Place,Las Flores CDP (Orange County),2003,Annual,0,0,0,0%,N,Final
Sub-County Place,Las Flores CDP (Tehama County),2003,Annual,0,0,0,0%,N,Final
Sub-County Place,Las Lomas CDP,2003,Annual,"1,500","1,200",300,19.5%,N,Final
Sub-County Place,Lathrop city,2003,Annual,"5,400","5,000",400,7.3%,N,Final
Sub-County Place,Laton CDP,2003,Annual,700,500,200,24%,N,Final
Sub-County Place,Lawndale city,2003,Annual,"15,900","14,800","1,100",6.9%,N,Final
Sub-County Place,Laytonville CDP,2003,Annual,600,500,100,15.5%,N,Final
Sub-County Place,Le Grand CDP,2003,Annual,700,500,100,19.3%,N,Final
Sub-County Place,Lebec CDP,2003,Annual,700,600,0,4.7%,N,Final
Sub-County Place,Lee Vining CDP,2003,Annual,0,0,0,0%,N,Final
Sub-County Place,Leggett CDP,2003,Annual,0,0,0,0%,N,Final
Sub-County Place,Lemon Cove CDP,2003,Annual,200,200,0,7%,N,Final
Sub-County Place,Lemon Grove city,2003,Annual,"12,800","11,900",800,6.5%,N,Final
Sub-County Place,Lemon Hill CDP,2003,Annual,0,0,0,0%,N,Final
Sub-County Place,Lemoore city,2003,Annual,"9,900","8,900","1,000",10.4%,N,Final
Sub-County Place,Lemoore Station CDP,2003,Annual,"1,200","1,000",200,16.8%,N,Final
Sub-County Place,Lennox CDP,2003,Annual,"9,300","8,400",900,9.4%,N,Final
Sub-County Place,Lenwood CDP,2003,Annual,"1,500","1,300",200,11.9%,N,Final
Sub-County Place,Leona Valley CDP,2003,Annual,0,0,0,0%,N,Final
Sub-County Place,Lewiston CDP,2003,Annual,500,500,100,10.2%,N,Final
Sub-County Place,Lexington Hills CDP,2003,Annual,0,0,0,0%,N,Final
Sub-County Place,Likely CDP,2003,Annual,0,0,0,0%,N,Final
Sub-County Place,Lincoln city,2003,Annual,"6,500","5,900",600,9.4%,N,Final
Sub-County Place,Lincoln Village CDP,2003,Annual,"2,400","2,300",100,2.5%,N,Final
Sub-County Place,Linda CDP,2003,Annual,"5,000","4,400",600,12.8%,N,Final
Sub-County Place,Lindcove CDP,2003,Annual,0,0,0,0%,N,Final
Sub-County Place,Linden CDP,2003,Annual,600,500,100,12.7%,N,Final
Sub-County Place,Lindsay city,2003,Annual,"4,600","4,000",700,14.9%,N,Final
Sub-County Place,Linnell Camp CDP,2003,Annual,0,0,0,0%,N,Final
Sub-County Place,Litchfield CDP,2003,Annual,0,0,0,0%,N,Final
Sub-County Place,Little Grass Valley CDP,2003,Annual,0,0,0,9.8%,N,Final
Sub-County Place,Little River CDP,2003,Annual,0,0,0,0%,N,Final
Sub-County Place,Littlerock CDP,2003,Annual,600,500,100,10.4%,N,Final
Sub-County Place,Live Oak CDP,2003,Annual,"9,400","8,800",600,6.3%,N,Final
Sub-County Place,Live Oak city,2003,Annual,"2,500","2,000",500,20.6%,N,Final
Sub-County Place,Livermore city,2003,Annual,"41,100","39,300","1,800",4.4%,N,Final
Sub-County Place,Livingston city,2003,Annual,"4,800","4,100",600,13.3%,N,Final
Sub-County Place,Lockeford CDP,2003,Annual,"1,900","1,500",300,17.7%,N,Final
Sub-County Place,Lockwood CDP,2003,Annual,0,0,0,0%,N,Final
Sub-County Place,Lodi city,2003,Annual,"30,200","28,100","2,100",6.8%,N,Final
Sub-County Place,Lodoga CDP,2003,Annual,0,0,0,0%,N,Final
Sub-County Place,Loleta CDP,2003,Annual,0,0,0,0%,N,Final
Sub-County Place,Loma Linda city,2003,Annual,"9,700","9,400",400,3.7%,N,Final
Sub-County Place,Loma Mar CDP,2003,Annual,0,0,0,0%,N,Final
Sub-County Place,Loma Rica CDP,2003,Annual,"1,000","1,000",0,4.1%,N,Final
Sub-County Place,Lomita city,2003,Annual,"11,200","10,600",600,5%,N,Final
Sub-County Place,Lompico CDP,2003,Annual,0,0,0,0%,N,Final
Sub-County Place,Lompoc city,2003,Annual,"18,700","17,000","1,700",9.1%,N,Final
Sub-County Place,London CDP,2003,Annual,900,700,200,26.6%,N,Final
Sub-County Place,Lone Pine CDP,2003,Annual,800,700,100,7.8%,N,Final
Sub-County Place,Long Barn CDP,2003,Annual,0,0,0,0%,N,Final
Sub-County Place,Long Beach city,2003,Annual,"228,800","211,200","17,600",7.7%,N,Final
Sub-County Place,Lookout CDP,2003,Annual,0,0,0,0%,N,Final
Sub-County Place,Loomis town,2003,Annual,"3,900","3,800",100,2.9%,N,Final
Sub-County Place,Los Alamitos city,2003,Annual,"6,500","6,300",200,2.6%,N,Final
Sub-County Place,Los Alamos CDP,2003,Annual,800,700,100,7.3%,N,Final
Sub-County Place,Los Altos city,2003,Annual,"12,200","11,700",500,4.2%,N,Final
